,Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
473,896139,Ashley,Franklin,F,1955-11-01,1946.7,2023-02-05,Roman PLC,Travel
474,969470,Richard,Gutierrez,F,1963-10-30,156.15,2023-09-17,"Heath, Wolfe and Peters",Clothing
476,380634,Richard,Mendoza,F,1952-11-01,994.35,2023-04-12,Olson Group,Electronics
480,993772,Rachel,Jones,F,1982-10-25,1131.32,2023-02-04,Howard-Moran,Travel
481,171987,Joseph,Ware,F,1953-11-01,97.02,2023-10-11,Lewis Group,Restaurant
482,704737,Nancy,Mclaughlin,F,1978-10-26,769.29,2023-08-04,Baldwin Ltd,Electronics
489,885772,Manuel,Nguyen,F,1994-10-22,48.44,2023-09-21,"Carroll, Simon and Stewart",Restaurant
490,543959,James,Edwards,F,1974-10-27,815.78,2023-02-23,"Hall, Allen and Yang",Electronics
494,164096,Sharon,Reed,F,1987-10-24,141.17,2023-01-04,"Smith, Howell and Blair",Market
495,183191,Robert,Burns,,1980-10-25,84.94,2023-03-12,May-Harmon,Market
496,684121,Dean,Johnston,F,1987-10-24,173.89,2023-06-02,"Barry, Brown and Nelson",Clothing
497,121462,Michelle,Daugherty,F,1997-10-21,48.03,2023-02-22,Reynolds Inc,Restaurant
498,826120,Tommy,Little,F,1991-10-23,187.15,2023-01-16,"Mendoza, Flores and Ochoa",Travel
499,646303,Brenda,Nguyen,F,1958-10-31,210.78,2023-06-03,Bates Ltd,Clothing
500,227165,David,Sullivan,F,1987-10-24,351.96,2023-05-08,Davis-Scott,Market
501,51354,Christine,Mckinney,F,2003-10-20,78.51,2023-08-05,Roberts Inc,Restaurant
502,898527,Michelle,Conner,,1994-10-22,764.27,2023-01-06,Clark LLC,Travel
503,542147,William,Clements,F,1949-11-02,65.21,2023-08-02,"Singleton, Rivera and Perez",Market
506,198820,Robert,Willis,F,1981-10-25,1075.95,2023-06-25,Stephens-Edwards,Travel
510,519662,Deborah,Robinson,,1948-11-02,22.17,2023-07-18,"Fernandez, Dean and Harris",Restaurant
512,595132,Paula,Becker,F,1989-10-23,239.91,2023-08-20,Simpson Ltd,Clothing
514,836654,Desiree,Lewis,F,1951-11-02,592.94,2023-02-08,Palmer and Sons,Electronics
516,551717,Christopher,Andersen,F,1989-10-23,294.39,2023-04-02,Mcclain-Duncan,Clothing
517,161459,Stephanie,Jackson,F,1989-10-23,95.91,2023-05-25,Mack Group,Restaurant
518,269635,Claudia,Taylor,F,1972-10-27,853.12,2023-02-11,"Henry, Lewis and Johnson",Electronics
522,762950,Jennifer,Miller,F,1969-10-28,70.38,2023-01-02,Levy Inc,Market
524,234563,Thomas,Andrews,F,1977-10-26,128.39,2023-07-26,Jackson Group,Electronics
525,766644,Cheryl,Duncan,F,1957-10-31,208.45,2023-03-28,Bradley LLC,Electronics
528,196907,Jennifer,Scott,F,1997-10-21,195.52,2023-07-12,Baldwin-Thomas,Cosmetic
533,146124,Stephen,Vaughn,F,2003-10-20,678.39,2023-03-03,Willis PLC,Electronics
534,227892,Deborah,Rosales,F,1958-10-31,142.88,2023-03-17,Jones-Harris,Market
535,669121,Kyle,White,F,1990-10-23,108.19,2023-09-25,Schwartz PLC,Clothing
537,474761,Melissa,Conner,,1985-10-24,2655.29,2023-02-27,"Benton, Wagner and Chandler",Travel
539,455336,Adam,Smith,,1992-10-22,397.13,2023-01-31,Lewis-Wilson,Market
540,343642,Paul,Murray,F,2003-10-20,100.61,2023-01-15,Rosales PLC,Market
543,349959,Ryan,Moss,F,1973-10-27,27.67,2023-05-11,Schmidt and Sons,Restaurant
545,56082,Michael,Davis,F,1957-10-31,344.24,2023-06-10,Berry Group,Travel
546,272175,Travis,Martinez,F,1987-10-24,813.81,2023-03-04,Foster Ltd,Travel
549,390831,Tara,Skinner,F,1994-10-22,25.82,2023-03-09,Cross Group,Clothing
554,2569,Holly,Mckenzie,F,1993-10-22,413.45,2023-05-04,Brown Ltd,Market
556,944187,Courtney,Robinson,F,1980-10-25,87.17,2023-08-12,Thomas Inc,Cosmetic
559,894316,Danielle,Howard,F,1978-10-26,240.6,2023-08-07,Ali-Diaz,Clothing
560,801461,Jodi,Watson,F,1987-10-24,1616.56,2023-09-29,"Carrillo, Murphy and Wilson",Travel
561,679943,Matthew,Roberts,F,1985-10-24,304.51,2023-02-06,"Anderson, Malone and Bailey",Market
562,161339,Nicole,Sampson,,1975-10-27,589.24,2023-05-14,"Patton, Brown and Mckenzie",Electronics
563,761496,Alexander,Andersen,F,1970-10-28,60.81,2023-07-21,"Ryan, Castillo and Russell",Restaurant
564,576106,Richard,Thompson,F,2001-10-20,123.99,2023-08-07,"Shields, Cox and Murray",Electronics
565,496589,Timothy,Atkinson,F,1981-10-25,626.23,2023-07-02,Wallace Inc,Electronics
567,981689,Robert,Jones,F,1958-10-31,2735.5,2023-01-22,"Montes, Suarez and Williams",Travel
568,331113,Christopher,Rodriguez,F,1975-10-27,37.42,2023-09-04,Schroeder Inc,Market
569,533064,Alyssa,Gordon,F,1979-10-26,81.16,2023-05-30,Frazier-Kelly,Restaurant
573,691725,Jamie,Young,F,1954-11-01,60.13,2023-03-16,Johnson-Taylor,Clothing
574,382393,Jared,Stanley,F,2002-10-20,267.08,2023-10-12,Wells-James,Market
576,582319,Daniel,Navarro,,1959-10-31,1528.49,2023-01-25,Barnes-Arias,Travel
577,681677,James,Cox,F,1985-10-24,90.38,2023-05-31,"English, Bonilla and Gray",Restaurant
578,652595,Gina,Nelson,F,1949-11-02,23.53,2023-07-23,Miller-Haynes,Market
579,519367,Tyler,Franklin,F,2005-10-19,78.8,2023-03-05,Porter-Villanueva,Cosmetic
582,550536,Kelly,Cherry,,1951-11-02,2232.2,2023-02-22,"Parker, Murray and Schwartz",Travel
584,234841,George,Jenkins,F,2002-10-20,64.51,2023-02-01,Gomez Group,Restaurant
585,708393,Kevin,Perry,F,1991-10-23,310.46,2023-09-08,Simpson Ltd,Electronics
586,153661,Alexis,Smith,F,1956-10-31,11.07,2023-06-13,Johnson LLC,Restaurant
587,213397,Matthew,Davenport,F,1984-10-24,119.71,2023-02-07,Moyer and Sons,Cosmetic
588,230673,Kim,Higgins,F,1951-11-02,1501.17,2023-02-05,Mcmahon LLC,Travel
589,579581,Jean,Bailey,F,1949-11-02,11.72,2023-09-26,Gentry and Sons,Restaurant
590,458474,Susan,Mejia,F,1996-10-21,17.21,2023-03-11,Porter Group,Restaurant
591,977193,Jeffrey,Alexander,F,1976-10-26,120.21,2023-02-19,Henry Group,Cosmetic
593,417252,Paul,Vance,F,1993-10-22,2514.02,2023-05-09,Anderson-Vega,Travel
594,329909,Daniel,Thompson,F,1972-10-27,299.45,2023-10-09,David-Smith,Clothing
595,301559,Jesus,Mosley,F,1953-11-01,251.92,2023-07-23,Williams-Page,Market
596,138084,Dawn,Parker,F,1955-11-01,2437.67,2023-07-16,Hall-Woods,Travel
597,282972,James,Johnson,F,1978-10-26,55.94,2023-01-04,Matthews-Fritz,Cosmetic
600,212453,Kristen,Edwards,F,1988-10-23,27.52,2023-08-22,Johnson-Newman,Cosmetic
602,259428,Brett,Nixon,,1952-11-01,495.95,2023-08-29,Anderson-Pace,Electronics
604,390736,Jennifer,Hancock,F,1990-10-23,11.23,2023-08-14,"Boyer, Wilson and Morris",Cosmetic
606,978066,Mia,Hubbard,F,1953-11-01,942.95,2023-08-30,Collins-Bradley,Electronics
608,777764,Katherine,Brown,F,1959-10-31,70.31,2023-06-18,"Scott, Luna and Baker",Restaurant
610,686096,Dana,Ewing,F,1990-10-23,195.47,2023-07-14,Scott Group,Cosmetic
614,683262,John,Kim,F,1973-10-27,282.94,2023-03-12,Thomas-Pham,Market
615,544370,Katherine,Miller,F,1996-10-21,601.38,2023-09-18,"Cooper, Brooks and Michael",Electronics
617,593625,Raymond,Johns,F,1964-10-29,35.31,2023-06-03,Baldwin-Davis,Restaurant
619,993622,Michele,Scott,F,1966-10-29,657.7,2023-08-06,"Gay, Reed and Martin",Travel
620,580384,Kevin,Vazquez,F,2004-10-19,747.27,2023-02-28,"Molina, Berry and Crawford",Electronics
621,735946,Julie,Campbell,F,1959-10-31,59.53,2023-01-05,Sherman and Sons,Clothing
622,926181,Matthew,Martin,F,2001-10-20,85.59,2023-05-19,"Brown, Robles and Edwards",Clothing
623,766993,Carol,Lewis,F,1961-10-30,53.9,2023-03-24,Mitchell-Levy,Cosmetic
624,481922,Michael,Humphrey,F,1981-10-25,147.64,2023-03-14,Coffey-Le,Cosmetic
625,680051,Linda,Summers,F,1956-10-31,86.98,2023-09-06,Moore-Dickson,Restaurant
628,66858,Margaret,Cooper,F,1959-10-31,156.71,2023-08-11,"King, Cuevas and Black",Clothing
631,490071,Carla,Gordon,F,1953-11-01,226.88,2023-03-08,"Malone, Miller and Chase",Travel
633,26348,Theresa,Thompson,F,1988-10-23,1996.31,2023-01-28,Hill Group,Travel
634,269466,Ronald,Khan,F,1967-10-29,295.76,2023-03-29,"Jennings, Carroll and Brown",Clothing
635,704043,Kristine,Matthews,F,1976-10-26,57.71,2023-03-01,Coleman LLC,Clothing
636,263953,Michael,Hayes,F,1954-11-01,51.34,2023-02-26,"Harding, Villarreal and Matthews",Restaurant
639,578442,Marilyn,Rodriguez,F,1951-11-02,2566.53,2023-02-28,Barnett Inc,Travel
640,932810,Scott,Rivera,F,1997-10-21,419.28,2023-04-22,Wells LLC,Electronics
641,234515,Daniel,Reid,F,1981-10-25,2612.8,2023-01-05,Manning LLC,Travel
642,932834,Garrett,Allen,F,1948-11-02,52.06,2023-07-06,Price PLC,Cosmetic
644,804893,William,Lopez,F,1948-11-02,378.31,2023-10-05,Matthews-Medina,Electronics
645,530519,Jeffrey,Nelson,,1985-10-24,1608.52,2023-09-10,"Carr, Shaw and Davis",Travel
647,155077,Teresa,Hamilton,F,1957-10-31,258.51,2023-07-13,Green-Poole,Market
648,31930,Martin,Bailey,F,2005-10-19,28.35,2023-04-10,Christian-Sullivan,Restaurant
651,730735,Matthew,Hubbard,F,1948-11-02,150.14,2023-02-15,"Ingram, Estrada and Kennedy",Cosmetic
652,211189,Amanda,Miranda,F,1953-11-01,15.52,2023-05-17,Oconnell Ltd,Cosmetic
654,805840,Dustin,Lowe,,1949-11-02,992.82,2023-01-19,"Buck, Wilson and Green",Electronics
655,705511,Melissa,Rios,F,2005-10-19,2810.44,2023-02-24,"Hoffman, Gonzales and Pitts",Travel
656,802555,Meredith,Campbell,F,1954-11-01,159.65,2023-02-17,Phillips-Garza,Cosmetic
658,929713,Courtney,Brooks,F,1949-11-02,142.37,2023-02-02,"Fox, Martinez and Schwartz",Travel
660,640483,Cynthia,Cortez,F,1953-11-01,51.65,2023-02-07,"Reeves, Gutierrez and Le",Restaurant
661,747367,Travis,Stephens,F,1951-11-02,185.79,2023-04-10,James PLC,Market
664,589232,Ashley,Rodriguez,F,1993-10-22,123.34,2023-01-06,Fowler-Pena,Electronics
665,399803,Jerry,Smith,F,1987-10-24,415.4,2023-09-11,Paul-Wilson,Market
667,420123,Emily,Cruz,,1973-10-27,62.08,2023-09-24,Phillips-Richardson,Restaurant
668,582128,Carmen,White,,1953-11-01,224.9,2023-01-17,"Cruz, Sanchez and Gardner",Electronics
671,559312,John,Brown,F,1999-10-21,2093.75,2023-01-01,Adams PLC,Travel
672,525236,Richard,Reed,,1963-10-30,1189.84,2023-07-05,Davidson-Warren,Travel
673,333565,Jessica,Griffin,,1964-10-29,55.3,2023-06-06,"Walters, Garcia and Martin",Restaurant
674,738460,Barbara,Hanson,F,1952-11-01,210.03,2023-06-06,Williams Ltd,Clothing
677,914669,Victoria,Harris,F,2002-10-20,64.15,2023-07-22,"Bishop, Harrison and Brown",Cosmetic
678,720502,Jake,Rush,F,1953-11-01,193.3,2023-02-23,"Beltran, Davis and Morales",Clothing
679,661202,Daniel,Liu,F,1951-11-02,1973.13,2023-07-02,Carpenter-Cline,Travel
680,540605,Vicki,Vaughn,F,1985-10-24,33.75,2023-02-28,Wyatt Inc,Cosmetic
681,230892,Kevin,Alvarez,F,1967-10-29,303.24,2023-08-17,Moore-Delgado,Market
683,718937,Kelly,Perkins,F,1979-10-26,1238.96,2023-03-04,"Wilson, Clark and Caldwell",Travel
684,130089,Stephanie,Woods,F,2005-10-19,164.51,2023-01-17,Hernandez PLC,Market
685,799524,Joyce,Larson,,1948-11-02,26.22,2023-03-06,Gray-Delgado,Restaurant
686,212828,Katherine,Pierce,F,1950-11-02,1050.43,2023-03-13,Gilmore-Frye,Travel
690,203173,Bryan,Gallegos,,1962-10-30,846.87,2023-06-01,"Wilcox, Mueller and Frazier",Travel
691,79837,Crystal,White,F,1971-10-28,1921.82,2023-08-02,Garcia PLC,Travel
695,814110,Eric,Roberts,F,1968-10-28,287.62,2023-01-03,Gordon-Hughes,Clothing
699,872524,Timothy,Woodard,F,1979-10-26,77.27,2023-02-22,Rocha LLC,Restaurant
700,230526,Heather,Cain,,1983-10-25,1123.9,2023-08-22,Hawkins PLC,Travel
702,536512,Gregory,Rivera,F,1984-10-24,140.32,2023-03-09,Jones and Sons,Cosmetic
703,122478,Michael,Garcia,,1982-10-25,305.57,2023-05-07,Butler Group,Electronics
706,328176,Charles,Hubbard,F,2000-10-20,831.38,2023-07-01,"Ortega, Jackson and Mcintyre",Electronics
709,652207,Teresa,Thornton,F,1952-11-01,167.88,2023-02-18,Wilson-Martinez,Market
711,271343,Crystal,Bennett,F,1953-11-01,2139.44,2023-01-18,"Davis, Carroll and Gonzalez",Travel
714,949039,Jose,Kelley,F,1997-10-21,151.07,2023-06-18,"Perkins, White and Medina",Cosmetic
715,228845,Sheila,Thornton,,1992-10-22,256.79,2023-01-15,"Smith, Erickson and Payne",Clothing
716,957317,Shawn,Meyer,,1965-10-29,366.7,2023-05-11,Smith-Stokes,Travel
720,486425,David,Peterson,F,1950-11-02,270.25,2023-04-09,Freeman-Cox,Electronics
721,959890,Marilyn,Wilkerson,F,1957-10-31,984.0,2023-09-28,Wagner PLC,Travel
722,662027,Lydia,Savage,F,1993-10-22,267.62,2023-06-14,"Pugh, Newman and Daniels",Clothing
723,989025,Anna,Velasquez,F,1995-10-22,44.05,2023-03-25,Mcdaniel-Long,Restaurant
725,595156,Debbie,Bradley,F,2001-10-20,68.85,2023-05-07,Mason-Solis,Restaurant
727,93525,Scott,Valencia,,1982-10-25,115.84,2023-03-30,Hernandez PLC,Cosmetic
729,581729,Jesse,Miller,F,1989-10-23,25.75,2023-08-24,Coleman Group,Restaurant
730,534871,Jonathan,Hall,F,1984-10-24,869.3,2023-04-18,Ramirez Group,Travel
731,785029,Jamie,Vincent,F,1958-10-31,2460.94,2023-07-31,"Baxter, Lamb and Duncan",Travel
732,491832,Helen,Thomas,F,2002-10-20,815.97,2023-03-16,Moore-Smith,Electronics
733,925662,Misty,Morrison,F,1970-10-28,1692.24,2023-04-11,Miller PLC,Travel
734,674958,Sandra,Newman,F,1960-10-30,617.37,2023-01-15,Williams Ltd,Electronics
737,120909,Daniel,Benson,F,1957-10-31,86.61,2023-07-04,Abbott-Bender,Clothing
738,650064,Nathan,Martinez,F,1990-10-23,47.11,2023-08-21,Norman and Sons,Clothing
739,146061,Jennifer,Dawson,F,1979-10-26,139.24,2023-06-22,Short LLC,Cosmetic
740,308197,Angela,Pitts,F,1952-11-01,448.27,2023-06-04,"Hill, Smith and Calderon",Market
742,342563,Nina,Mitchell,F,1949-11-02,269.25,2023-02-09,"Carlson, Chan and Davis",Electronics
743,819006,Maxwell,Horn,F,1997-10-21,68.37,2023-01-10,Long-Boyd,Restaurant
745,766701,Danielle,Henderson,F,1971-10-28,28.84,2023-09-14,Rodriguez-Walker,Restaurant
746,192785,Martin,Johnson,,1993-10-22,187.26,2023-06-18,Hunter-Payne,Cosmetic
749,732881,Kenneth,Brown,F,1956-10-31,97.41,2023-08-10,Brown LLC,Restaurant
750,645496,Colleen,Hamilton,F,1970-10-28,138.07,2023-03-24,Lewis-Alexander,Cosmetic
752,144299,Nicholas,Norton,F,1999-10-21,76.24,2023-07-05,Bell Group,Restaurant
753,621849,Andrea,Woodward,F,1988-10-23,2837.02,2023-05-29,Hubbard-Richardson,Travel
754,156144,Timothy,Rogers,,1966-10-29,374.8,2023-04-07,"Preston, Watkins and Hawkins",Electronics
755,363686,Lisa,Murray,F,1958-10-31,227.72,2023-01-15,"Meyer, Miles and Schneider",Electronics
757,419076,Maureen,Leach,F,1968-10-28,2601.27,2023-06-04,Cannon-Lewis,Travel
758,548320,Jack,Cantu,F,1972-10-27,32.77,2023-06-07,Morris-Branch,Restaurant
764,323651,Maria,Nunez,,1976-10-26,300.67,2023-07-11,Cordova Inc,Market
769,704882,Stephanie,Jones,F,1977-10-26,2211.16,2023-08-07,Oneill Inc,Travel
775,882336,Scott,Little,F,1950-11-02,286.91,2023-08-05,"Marsh, Mckay and Mendoza",Clothing
776,844980,Tyler,Ballard,F,1949-11-02,449.39,2023-04-29,"Mendoza, Robinson and Park",Market
777,110801,Claudia,Ortega,F,1970-10-28,33.9,2023-07-27,Lara-Mercado,Clothing
778,241269,Tammy,Cole,F,1987-10-24,178.82,2023-08-07,Vasquez-Barnes,Clothing
779,17397,Lisa,Whitney,F,1987-10-24,567.89,2023-01-12,Harris and Sons,Electronics
780,951956,Sarah,Wells,F,2000-10-20,296.96,2023-08-24,Henderson LLC,Clothing
782,49268,Taylor,Monroe,,1992-10-22,30.95,2023-10-14,"Price, Davis and Sims",Restaurant
783,649121,Blake,Mccormick,F,1970-10-28,76.02,2023-04-29,Soto Inc,Restaurant
787,740244,William,Pugh,F,1953-11-01,95.52,2023-08-13,Smith-Payne,Market
791,614467,Leah,Hunter,F,1995-10-22,63.43,2023-04-06,"James, Johnston and Sanders",Restaurant
792,259391,Rachel,Deleon,F,1975-10-27,77.12,2023-10-14,Fuller LLC,Restaurant
793,692447,Ryan,Valdez,F,1964-10-29,69.35,2023-07-24,Adams-Walker,Cosmetic
795,777642,Kristina,Vasquez,F,2000-10-20,54.83,2023-07-27,"Grant, Maldonado and Brown",Restaurant
796,359077,Charles,Rich,F,1994-10-22,208.91,2023-10-13,Paul-Lewis,Market
797,1246,Jeffrey,Rollins,F,1961-10-30,1428.1,2023-08-13,"Pruitt, Rogers and Hunter",Travel
798,237379,Melanie,Sanders,F,1984-10-24,67.07,2023-03-25,"Reynolds, Morris and Murray",Clothing
801,737693,Dennis,Rodriguez,F,1979-10-26,245.58,2023-03-06,Burnett Ltd,Market
802,143961,Darryl,Olson,F,1975-10-27,88.8,2023-10-11,Joseph-Cameron,Market
804,131089,Cassandra,Huynh,F,1970-10-28,2853.13,2023-07-14,Reed-Brooks,Travel
805,414567,Hailey,Vance,F,1997-10-21,460.64,2023-02-07,Meyer-Ruiz,Electronics
806,996996,Tara,Hoffman,F,2001-10-20,780.24,2023-07-02,Frazier PLC,Travel
807,128870,Christie,White,F,1991-10-23,1742.97,2023-07-16,Dickerson Group,Travel
808,177230,James,Griffin,F,1990-10-23,484.39,2023-07-24,White-Mcknight,Electronics
809,65624,Alexandria,Ward,F,1989-10-23,482.62,2023-06-28,"Frazier, Barber and Brown",Market
814,871438,Joshua,Casey,F,1954-11-01,94.8,2023-08-02,Richardson Inc,Restaurant
816,10718,Natalie,Jacobson,F,1960-10-30,43.97,2023-04-09,Mccormick Group,Restaurant
817,674213,Andrea,Gibson,F,1979-10-26,59.82,2023-06-09,Nguyen-Burke,Market
818,656332,Victor,Simpson,F,1971-10-28,385.48,2023-09-10,"Norton, Stewart and Moody",Travel
819,468214,Olivia,Smith,F,1997-10-21,157.02,2023-05-11,"Lucas, Decker and Campbell",Clothing
822,665301,Shirley,Adams,,1995-10-22,870.51,2023-05-28,"Smith, Warren and Luna",Electronics
823,291549,Kristin,Castillo,,1966-10-29,236.57,2023-08-28,"Marshall, Patrick and Scott",Clothing
824,988209,Zachary,Riggs,F,1997-10-21,159.71,2023-10-07,"Wagner, Swanson and Perez",Travel
826,142348,Joel,Sanford,F,2002-10-20,88.17,2023-04-03,Griffin-Smith,Restaurant
827,349817,Alyssa,Moore,F,1967-10-29,210.07,2023-03-22,"Mccann, Benson and Miller",Clothing
828,208959,Gregory,Bennett,,1989-10-23,2759.12,2023-07-22,Jackson LLC,Travel
831,186422,Lori,Davis,F,1958-10-31,259.37,2023-09-08,Erickson PLC,Electronics
832,771774,Joshua,Morrow,F,1957-10-31,1206.62,2023-02-04,Taylor Inc,Travel
834,556881,Cassie,Velez,F,1990-10-23,230.12,2023-05-20,"Ball, Miller and Huang",Market
836,449166,Kimberly,Hines,F,1977-10-26,204.2,2023-02-18,Sullivan and Sons,Market
838,333390,Deborah,Reese,,1977-10-26,106.26,2023-06-15,Roberts PLC,Market
839,307939,Brian,Richards,F,1952-11-01,44.16,2023-08-17,Moyer Inc,Restaurant
840,476692,Jason,Baker,F,1959-10-31,199.77,2023-04-29,Johnson and Sons,Market
842,503409,Eric,Jackson,F,2004-10-19,870.03,2023-01-01,"Mejia, Ramirez and Collins",Electronics
845,562181,Billy,Roberts,F,1957-10-31,1605.63,2023-02-21,"Jimenez, Marsh and Weber",Travel
846,294773,William,Gibson,F,1979-10-26,125.43,2023-05-26,"Everett, Morrow and Soto",Cosmetic
847,118334,Dana,Shaffer,F,1992-10-22,206.24,2023-02-15,"Fisher, Reyes and Rodriguez",Travel
852,938387,Justin,Miller,F,1970-10-28,87.98,2023-06-29,Beltran and Sons,Clothing
853,855682,Christina,West,,1948-11-02,91.44,2023-03-24,Kim-Baxter,Restaurant
856,486212,Kathleen,Ortega,F,1999-10-21,134.91,2023-07-26,Ortiz Inc,Market
860,187997,Calvin,Bell,,1963-10-30,449.31,2023-03-06,Roberts and Sons,Market
861,677487,Mark,Larsen,F,1976-10-26,208.01,2023-02-02,Scott-Wilson,Market
862,765181,Lori,Taylor,F,1983-10-25,189.57,2023-08-20,Smith-Davis,Market
865,941351,Anna,Ryan,F,1977-10-26,139.88,2023-05-18,Obrien PLC,Cosmetic
866,12492,Emily,Cain,F,1949-11-02,552.78,2023-08-07,"Martinez, Hill and Roth",Electronics
868,889586,Nancy,Park,,1976-10-26,749.89,2023-08-04,"Hansen, Collins and Tran",Electronics
870,434100,Travis,Miller,F,1981-10-25,51.29,2023-02-09,"Frey, Curry and Rodgers",Restaurant
873,123853,Jonathan,Smith,F,1975-10-27,48.78,2023-02-07,Johnson-Garza,Restaurant
874,910502,Joanne,Lane,F,1960-10-30,110.59,2023-06-25,Hughes-Johnson,Electronics
875,453534,Melinda,Mccoy,F,1996-10-21,682.72,2023-01-06,"Knight, Hill and Johnson",Electronics
876,277430,Shannon,Knight,F,1948-11-02,138.29,2023-09-15,Ford-Edwards,Market
877,659489,Janet,Green,F,1965-10-29,656.91,2023-04-28,Baker LLC,Electronics
879,988837,William,Dean,F,1954-11-01,157.76,2023-04-02,"Hall, Brooks and Burton",Clothing
880,917598,Cathy,Garcia,F,1953-11-01,41.27,2023-10-03,"Cordova, Simon and Griffin",Restaurant
881,519663,Kelly,Young,F,1980-10-25,518.72,2023-02-11,Robinson Inc,Travel
882,953586,Joseph,Potter,F,1951-11-02,138.41,2023-09-04,Chapman-Baker,Cosmetic
883,6659,Tanner,Johnson,F,1962-10-30,2845.25,2023-06-25,Hogan Group,Travel
886,376920,Nicole,Lopez,F,1961-10-30,27.55,2023-09-20,Nguyen-Thomas,Cosmetic
888,409675,Amber,Harris,F,1963-10-30,958.04,2023-05-08,"Rosales, Clark and Lawson",Electronics
891,593606,Gregory,Taylor,F,1977-10-26,165.47,2023-08-21,Johnson-Bell,Cosmetic
892,925432,Michael,Cole,F,1967-10-29,2721.74,2023-06-17,Baker PLC,Travel
895,237517,Julie,Deleon,F,1995-10-22,258.93,2023-05-09,Miles-Hart,Electronics
897,442856,Brooke,Solomon,F,1981-10-25,299.81,2023-06-27,Nelson-Vasquez,Clothing
900,323840,Brandon,Brooks,F,1949-11-02,594.39,2023-08-21,"Burton, Lara and Cain",Travel
901,39130,Kristen,Mendoza,F,1984-10-24,229.2,2023-05-18,Duarte-Hill,Market
902,429777,John,Gallagher,F,1979-10-26,186.92,2023-02-03,"Brown, Glover and Richard",Electronics
904,608984,Sean,Sanchez,,1957-10-31,670.51,2023-03-20,Ibarra and Sons,Electronics
905,879970,Wendy,Chandler,,1952-11-01,276.3,2023-09-23,Williams-Kelly,Electronics
908,456168,Ralph,Moyer,F,1967-10-29,231.42,2023-04-23,"Hodges, Peterson and Miller",Electronics
909,949739,Stephen,Espinoza,F,1960-10-30,168.55,2023-06-17,"Williams, Garcia and Pearson",Market
910,243600,Brandon,Bowen,,1974-10-27,1230.56,2023-04-16,Brown Group,Travel
912,389219,Frank,Howell,F,1963-10-30,120.69,2023-07-28,"Johnson, Turner and Graham",Market
915,307644,Madison,Castillo,F,1963-10-30,44.76,2023-07-27,"Phillips, Kirk and Guerrero",Restaurant
916,604718,Drew,Hinton,F,1948-11-02,523.4,2023-09-17,"White, Dougherty and Moore",Travel
919,72028,Heather,Hayes,F,1976-10-26,412.52,2023-03-09,"Barr, Walsh and Lee",Market
920,130249,Ralph,Reid,F,2004-10-19,1555.32,2023-02-17,Montgomery-Stone,Travel
922,476947,Julia,Perry,F,1991-10-23,1271.08,2023-09-04,"Burton, York and Lane",Travel
923,709229,Andrew,Bailey,F,1997-10-21,182.32,2023-03-17,"Cook, Jenkins and Marshall",Market
928,762861,Rodney,Davis,,1959-10-31,57.45,2023-03-23,"Bowman, Hall and Stewart",Cosmetic
930,896912,Jeffrey,Reid,F,1951-11-02,115.82,2023-10-08,Costa-Wright,Cosmetic
931,222228,Robert,Smith,F,1950-11-02,1150.82,2023-06-28,"Jones, Reyes and Reyes",Travel
932,165015,Briana,Payne,,1990-10-23,164.71,2023-03-05,Walls-Smith,Cosmetic
934,568868,Jordan,Clark,F,1980-10-25,1704.51,2023-05-23,"Ruiz, Campos and Lynch",Travel
937,271235,Donna,Smith,F,2002-10-20,67.38,2023-03-13,Dean PLC,Electronics
938,144950,Ricky,Rogers,F,1964-10-29,192.44,2023-04-09,Hayes Inc,Electronics
939,762715,Robert,Morris,F,1950-11-02,107.74,2023-06-05,Sexton-Mendez,Clothing
940,177511,Jason,Flores,F,1949-11-02,148.0,2023-05-14,"Jackson, Orozco and Harris",Cosmetic
